transaction_id,transaction_date,customer_id,customer_name,product_id,product_name,product_category,region,state,sales_channel,quantity,unit_price,discount,sales_amount,cost,profit,payment_method
1000802,2025-04-07,10140,Customer 10140,P1018,T-Shirt,Clothing,Southeast,Virginia,Online,2,24.99,0.15,42.48,20.0,22.48,PayPal
1000803,2025-08-13,13787,Customer 13787,P1021,USB-C Hub,Electronics,West,California,Store,2,39.99,0.05,75.98,38.0,37.98,Cash
1000804,2025-08-05,12507,Customer 12507,P1016,Mechanical Keyboard,Office,Midwest,Indiana,Mobile App,1,99.99,0.05,94.99,51.0,43.99,Cash
1000805,2025-07-26,14681,Customer 14681,P1009,Office Chair,Office,Northeast,Massachusetts,Mobile App,1,229.99,0.05,218.49,135.0,83.49,Mobile Pay
1000806,2025-04-23,10448,Customer 10448,P1020,Jeans,Clothing,Northeast,New York,Online,4,69.99,0.0,279.96,128.0,151.96,Credit Card
1000807,2025-01-13,13537,Customer 13537,P1018,Office Chair,Office,Southwest,Texas,Online,5,229.99,0.2,919.96,675.0,244.96,PayPal
1000808,2026-06-23,12759,Customer 12759,P1003,Jacket,Clothing,Northeast,Pennsylvania,Online,1,119.99,0.0,119.99,63.0,56.99,Credit Card
1000809,2025-08-09,10367,Customer 10367,P1003,Camping Tent,Sports & Outdoors,Midwest,Michigan,Online,1,179.99,0.1,161.99,96.0,65.99,Credit Card
1000810,2026-02-01,14061,Customer 14061,P1023,Monitor Stand,Office,West,Washington,Store,1,64.99,0.05,61.74,31.0,30.74,Credit Card
1000811,2026-04-16,10327,Customer 10327,P1013,T-Shirt,Clothing,Northeast,New York,Store,1,24.99,0.2,19.99,10.0,9.99,Credit Card
1000812,2025-01-21,10801,Customer 10801,P1020,Desk Lamp,Office,Northeast,Connecticut,Online,2,49.99,0.0,99.98,48.0,51.98,Debit Card
1000813,2025-08-06,14597,Customer 14597,P1024,Office Chair,Office,West,Colorado,Online,4,229.99,0.1,827.96,540.0,287.96,Credit Card
1000814,2025-07-29,11977,Customer 11977,P1007,Mechanical Keyboard,Office,Midwest,Michigan,Store,1,99.99,0.05,94.99,51.0,43.99,PayPal
1000815,2025-12-13,14160,Customer 14160,P1019,Yoga Mat,Sports & Outdoors,Northeast,Pennsylvania,Online,3,34.99,0.0,104.97,45.0,59.97,Credit Card
1000816,2026-05-14,12731,Customer 12731,P1012,Jacket,Clothing,West,Colorado,Store,3,119.99,0.05,341.97,189.0,152.97,Mobile Pay
1000817,2026-01-05,12395,Customer 12395,P1005,T-Shirt,Clothing,West,Utah,Store,2,24.99,0.05,47.48,20.0,27.48,Mobile Pay
1000818,2025-11-22,11011,Customer 11011,P1003,Electric Kettle,Home & Kitchen,Midwest,Indiana,Online,3,44.99,0.1,121.47,69.0,52.47,Mobile Pay
1000819,2025-05-04,10639,Customer 10639,P1003,Wireless Mouse,Office,Midwest,Ohio,Mobile App,1,39.99,0.1,35.99,18.0,17.99,Mobile Pay
1000820,2025-09-22,10165,Customer 10165,P1015,Hiking Backpack,Sports & Outdoors,Southeast,Virginia,Online,3,99.99,0.1,269.97,153.0,116.97,Mobile Pay
1000821,2026-02-09,10155,Customer 10155,P1017,Dumbbell Set,Sports & Outdoors,Northeast,Connecticut,Mobile App,1,89.99,0.1,80.99,49.0,31.99,Debit Card
1000822,2025-10-21,10008,Customer 10008,P1014,Water Bottle,Sports & Outdoors,Midwest,Illinois,Store,2,24.99,0.1,44.98,19.0,25.98,Mobile Pay
1000823,2025-11-29,14753,Customer 14753,P1007,Jacket,Clothing,Southeast,Virginia,Online,4,119.99,0.1,431.96,252.0,179.96,Credit Card
1000824,2025-06-15,11278,Customer 11278,P1018,Hoodie,Clothing,Southwest,Texas,Mobile App,1,54.99,0.05,52.24,25.0,27.24,Debit Card
1000825,2025-09-13,14408,Customer 14408,P1024,Smart Watch,Electronics,West,Colorado,Online,2,149.99,0.05,284.98,172.0,112.98,Credit Card
1000826,2025-08-01,11534,Customer 11534,P1025,Jeans,Clothing,Northeast,Massachusetts,Online,2,69.99,0.2,111.98,64.0,47.98,PayPal
1000827,2025-09-28,12555,Customer 12555,P1006,Air Fryer,Home & Kitchen,Midwest,Illinois,Online,1,119.99,0.0,119.99,67.0,52.99,Mobile Pay
1000828,2025-04-18,12324,Customer 12324,P1006,Dumbbell Set,Sports & Outdoors,Southeast,South Carolina,Online,1,89.99,0.2,71.99,49.0,22.99,PayPal
1000829,2025-12-20,14157,Customer 14157,P1025,Portable Charger,Electronics,West,Oregon,Store,3,34.99,0.2,83.98,52.5,31.48,Debit Card
1000830,2026-01-23,14242,Customer 14242,P1015,Camping Tent,Sports & Outdoors,Southeast,Virginia,Online,4,179.99,0.1,647.96,384.0,263.96,Mobile Pay
1000831,2026-02-19,10608,Customer 10608,P1016,Office Chair,Office,Midwest,Wisconsin,Store,1,229.99,0.15,195.49,135.0,60.49,Credit Card
1000832,2025-05-10,12082,Customer 12082,P1003,Portable Charger,Electronics,Midwest,Indiana,Mobile App,2,34.99,0.0,69.98,35.0,34.98,Mobile Pay
1000833,2025-08-18,14403,Customer 14403,P1020,Desk Lamp,Office,Southeast,North Carolina,Online,2,49.99,0.1,89.98,48.0,41.98,Credit Card
1000834,2025-08-20,10418,Customer 10418,P1014,Jeans,Clothing,Southwest,Nevada,Online,1,69.99,0.05,66.49,32.0,34.49,Credit Card
1000835,2026-04-26,14090,Customer 14090,P1011,Hoodie,Clothing,Southwest,Texas,Store,1,54.99,0.1,49.49,25.0,24.49,Credit Card
1000836,2026-05-22,11633,Customer 11633,P1011,Hoodie,Clothing,Midwest,Wisconsin,Online,3,54.99,0.0,164.97,75.0,89.97,Debit Card
1000837,2025-09-19,13513,Customer 13513,P1011,Monitor Stand,Office,Southwest,Arizona,Store,1,64.99,0.1,58.49,31.0,27.49,Debit Card
1000838,2025-08-10,11531,Customer 11531,P1009,USB-C Hub,Electronics,West,Washington,Store,5,39.99,0.05,189.95,95.0,94.95,Cash
1000839,2025-01-13,12659,Customer 12659,P1017,Hiking Backpack,Sports & Outdoors,Southeast,North Carolina,Online,3,99.99,0.0,299.97,153.0,146.97,PayPal
1000840,2025-07-04,12850,Customer 12850,P1025,Yoga Mat,Sports & Outdoors,Midwest,Wisconsin,Mobile App,3,34.99,0.1,94.47,45.0,49.47,Cash
1000841,2025-02-08,11176,Customer 11176,P1024,Jacket,Clothing,Northeast,Massachusetts,Mobile App,1,119.99,0.0,119.99,63.0,56.99,Credit Card
1000842,2025-08-19,13243,Customer 13243,P1015,Wireless Headphones,Electronics,Southwest,Oklahoma,Mobile App,1,79.99,0.1,71.99,42.0,29.99,Credit Card
1000843,2025-07-31,10485,Customer 10485,P1008,Hoodie,Clothing,Midwest,Wisconsin,Online,1,54.99,0.1,49.49,25.0,24.49,Credit Card
1000844,2025-05-17,10003,Customer 10003,P1010,Cookware Set,Home & Kitchen,Southeast,Georgia,Store,1,129.99,0.2,103.99,72.0,31.99,Credit Card
1000845,2026-06-17,13342,Customer 13342,P1007,Camping Tent,Sports & Outdoors,Northeast,Pennsylvania,Store,5,179.99,0.1,809.96,480.0,329.96,Credit Card
1000846,2026-02-04,12700,Customer 12700,P1006,Portable Charger,Electronics,West,Colorado,Online,2,34.99,0.0,69.98,35.0,34.98,Debit Card
1000847,2025-12-17,12955,Customer 12955,P1006,Bluetooth Speaker,Electronics,Southeast,Georgia,Online,1,59.99,0.0,59.99,31.0,28.99,Debit Card
1000848,2026-01-06,11232,Customer 11232,P1015,Bluetooth Speaker,Electronics,Southwest,Arizona,Online,1,59.99,0.2,47.99,31.0,16.99,Debit Card
1000849,2025-07-08,10221,Customer 10221,P1021,T-Shirt,Clothing,Northeast,Connecticut,Store,1,24.99,0.0,24.99,10.0,14.99,Credit Card
1000850,2025-05-18,13808,Customer 13808,P1012,Jeans,Clothing,West,Utah,Online,1,69.99,0.1,62.99,32.0,30.99,PayPal
1000851,2026-04-10,11435,Customer 11435,P1003,T-Shirt,Clothing,Northeast,Pennsylvania,Store,1,24.99,0.1,22.49,10.0,12.49,Cash
1000852,2025-08-18,11688,Customer 11688,P1012,Blender,Home & Kitchen,Southeast,Florida,Mobile App,1,69.99,0.0,69.99,36.0,33.99,PayPal
1000853,2026-01-25,14365,Customer 14365,P1021,Yoga Mat,Sports & Outdoors,West,Utah,Store,1,34.99,0.0,34.99,15.0,19.99,Credit Card
1000854,2025-10-18,14579,Customer 14579,P1025,Air Fryer,Home & Kitchen,West,Colorado,Online,1,119.99,0.1,107.99,67.0,40.99,Credit Card
1000855,2025-01-12,11793,Customer 11793,P1012,Bluetooth Speaker,Electronics,Southeast,North Carolina,Online,1,59.99,0.1,53.99,31.0,22.99,Credit Card
1000856,2026-04-19,11987,Customer 11987,P1018,Jeans,Clothing,Midwest,Wisconsin,Store,1,69.99,0.0,69.99,32.0,37.99,Credit Card
1000857,2025-01-11,14873,Customer 14873,P1003,Wireless Mouse,Office,Southwest,Texas,Online,1,39.99,0.1,35.99,18.0,17.99,Cash
1000858,2025-07-03,11753,Customer 11753,P1020,Office Chair,Office,West,Colorado,Store,1,229.99,0.0,229.99,135.0,94.99,Mobile Pay
1000859,2026-02-16,12823,Customer 12823,P1002,Coffee Maker,Home & Kitchen,Southeast,Georgia,Online,1,89.99,0.1,80.99,48.0,32.99,Credit Card
1000860,2025-11-12,10673,Customer 10673,P1009,T-Shirt,Clothing,Midwest,Illinois,Online,3,24.99,0.0,74.97,30.0,44.97,Credit Card
1000861,2026-03-27,14372,Customer 14372,P1008,Bluetooth Speaker,Electronics,Southwest,Oklahoma,Online,1,59.99,0.05,56.99,31.0,25.99,Cash
1000862,2026-05-29,10875,Customer 10875,P1013,Wireless Mouse,Office,Southwest,Arizona,Online,1,39.99,0.1,35.99,18.0,17.99,Credit Card
1000863,2026-01-24,11572,Customer 11572,P1007,Coffee Maker,Home & Kitchen,Southwest,Nevada,Store,1,89.99,0.0,89.99,48.0,41.99,Debit Card
1000864,2025-05-23,13371,Customer 13371,P1022,Running Shoes,Clothing,Midwest,Wisconsin,Store,1,109.99,0.05,104.49,58.0,46.49,Credit Card
1000865,2025-01-02,14305,Customer 14305,P1015,Cookware Set,Home & Kitchen,Northeast,Massachusetts,Online,3,129.99,0.1,350.97,216.0,134.97,Mobile Pay
1000866,2026-02-02,12858,Customer 12858,P1016,Coffee Maker,Home & Kitchen,West,Colorado,Store,4,89.99,0.15,305.97,192.0,113.97,Credit Card
1000867,2025-06-24,14272,Customer 14272,P1021,Cookware Set,Home & Kitchen,West,California,Store,1,129.99,0.1,116.99,72.0,44.99,Debit Card
1000868,2025-12-24,12751,Customer 12751,P1007,Office Chair,Office,Southwest,Nevada,Store,1,229.99,0.0,229.99,135.0,94.99,Credit Card
1000869,2025-10-06,12378,Customer 12378,P1014,USB-C Hub,Electronics,Northeast,New Jersey,Online,2,39.99,0.05,75.98,38.0,37.98,Credit Card
1000870,2025-03-23,10666,Customer 10666,P1003,T-Shirt,Clothing,Southeast,Virginia,Online,1,24.99,0.1,22.49,10.0,12.49,Debit Card
1000871,2025-07-19,11829,Customer 11829,P1024,Electric Kettle,Home & Kitchen,Southwest,Texas,Online,2,44.99,0.05,85.48,46.0,39.48,Debit Card
1000872,2026-06-22,10530,Customer 10530,P1024,Electric Kettle,Home & Kitchen,Northeast,Massachusetts,Online,2,44.99,0.2,71.98,46.0,25.98,Cash
1000873,2025-06-25,11327,Customer 11327,P1012,Office Chair,Office,West,Utah,Store,3,229.99,0.1,620.97,405.0,215.97,Debit Card
1000874,2026-03-04,12191,Customer 12191,P1010,Electric Kettle,Home & Kitchen,Southeast,South Carolina,Online,1,44.99,0.0,44.99,23.0,21.99,Credit Card
1000875,2026-01-16,14706,Customer 14706,P1025,Jacket,Clothing,Southwest,Texas,Store,1,119.99,0.2,95.99,63.0,32.99,Debit Card
1000876,2025-08-23,14767,Customer 14767,P1016,Jeans,Clothing,West,Colorado,Mobile App,1,69.99,0.25,52.49,32.0,20.49,PayPal
1000877,2026-02-19,12883,Customer 12883,P1008,T-Shirt,Clothing,Southeast,North Carolina,Online,2,24.99,0.0,49.98,20.0,29.98,Credit Card
1000878,2025-11-02,12103,Customer 12103,P1010,Monitor Stand,Office,Southeast,Virginia,Online,5,64.99,0.1,292.46,155.0,137.46,Debit Card
1000879,2025-12-07,11752,Customer 11752,P1008,Electric Kettle,Home & Kitchen,Midwest,Michigan,Mobile App,1,44.99,0.0,44.99,23.0,21.99,PayPal
1000880,2025-07-17,14519,Customer 14519,P1004,Smart Watch,Electronics,Midwest,Illinois,Online,1,149.99,0.2,119.99,86.0,33.99,Debit Card
1000881,2026-05-30,11849,Customer 11849,P1015,Cookware Set,Home & Kitchen,Southeast,North Carolina,Online,2,129.99,0.2,207.98,144.0,63.98,Cash
1000882,2025-05-23,14838,Customer 14838,P1002,Dumbbell Set,Sports & Outdoors,Midwest,Wisconsin,Store,1,89.99,0.0,89.99,49.0,40.99,Credit Card
1000883,2025-10-21,12277,Customer 12277,P1017,USB-C Hub,Electronics,West,Colorado,Store,1,39.99,0.0,39.99,19.0,20.99,Credit Card
1000884,2026-05-05,10556,Customer 10556,P1003,Smart Watch,Electronics,Midwest,Indiana,Store,2,149.99,0.0,299.98,172.0,127.98,Mobile Pay
1000885,2026-01-23,12019,Customer 12019,P1011,Jacket,Clothing,Southeast,Georgia,Online,2,119.99,0.2,191.98,126.0,65.98,Credit Card
1000886,2025-11-16,14623,Customer 14623,P1016,Mechanical Keyboard,Office,Southeast,Georgia,Online,1,99.99,0.1,89.99,51.0,38.99,Debit Card
1000887,2025-02-14,11942,Customer 11942,P1006,Yoga Mat,Sports & Outdoors,Southeast,North Carolina,Online,3,34.99,0.05,99.72,45.0,54.72,Debit Card
1000888,2025-07-21,13608,Customer 13608,P1008,Bluetooth Speaker,Electronics,Northeast,Massachusetts,Online,2,59.99,0.1,107.98,62.0,45.98,Debit Card
1000889,2025-09-02,14969,Customer 14969,P1013,Dumbbell Set,Sports & Outdoors,Northeast,New Jersey,Store,2,89.99,0.05,170.98,98.0,72.98,Credit Card
1000890,2026-04-10,10476,Customer 10476,P1022,Running Shoes,Clothing,Southwest,Arizona,Store,4,109.99,0.15,373.97,232.0,141.97,Debit Card
1000891,2026-04-12,14431,Customer 14431,P1015,Hoodie,Clothing,Southeast,Georgia,Online,2,54.99,0.15,93.48,50.0,43.48,Cash
1000892,2025-08-30,13639,Customer 13639,P1015,Coffee Maker,Home & Kitchen,West,Oregon,Mobile App,1,89.99,0.0,89.99,48.0,41.99,Credit Card
1000893,2025-07-14,13293,Customer 13293,P1015,Blender,Home & Kitchen,Southeast,South Carolina,Online,1,69.99,0.05,66.49,36.0,30.49,Debit Card
1000894,2025-04-11,12467,Customer 12467,P1010,Smart Watch,Electronics,Northeast,New York,Store,1,149.99,0.05,142.49,86.0,56.49,Debit Card
1000895,2025-09-19,13424,Customer 13424,P1007,Jacket,Clothing,Southwest,Texas,Online,2,119.99,0.1,215.98,126.0,89.98,Credit Card
1000896,2025-03-25,10699,Customer 10699,P1024,Wireless Headphones,Electronics,West,Washington,Online,3,79.99,0.05,227.97,126.0,101.97,PayPal
1000897,2025-04-01,14646,Customer 14646,P1004,Wireless Headphones,Electronics,Southeast,North Carolina,Online,1,79.99,0.05,75.99,42.0,33.99,PayPal
1000898,2026-05-29,11191,Customer 11191,P1017,Air Fryer,Home & Kitchen,Southeast,South Carolina,Store,3,119.99,0.2,287.98,201.0,86.98,Credit Card
1000899,2025-10-21,10764,Customer 10764,P1010,Hiking Backpack,Sports & Outdoors,Southeast,Virginia,Store,2,99.99,0.15,169.98,102.0,67.98,Debit Card
1000900,2025-07-28,13542,Customer 13542,P1020,Cookware Set,Home & Kitchen,Midwest,Ohio,Mobile App,1,129.99,0.2,103.99,72.0,31.99,Debit Card
1000901,2025-08-19,10385,Customer 10385,P1017,Blender,Home & Kitchen,Midwest,Ohio,Online,1,69.99,0.0,69.99,36.0,33.99,Credit Card
1000902,2025-08-04,11596,Customer 11596,P1008,Jeans,Clothing,Southeast,South Carolina,Store,5,69.99,0.05,332.45,160.0,172.45,Credit Card
1000903,2026-04-04,11223,Customer 11223,P1007,Hiking Backpack,Sports & Outdoors,Northeast,New Jersey,Online,1,99.99,0.15,84.99,51.0,33.99,Credit Card
1000904,2025-10-21,14760,Customer 14760,P1017,Running Shoes,Clothing,Midwest,Michigan,Mobile App,4,109.99,0.1,395.96,232.0,163.96,Mobile Pay
1000905,2025-12-19,11264,Customer 11264,P1014,Wireless Mouse,Office,West,Colorado,Online,3,39.99,0.05,113.97,54.0,59.97,Debit Card
1000906,2025-11-11,14102,Customer 14102,P1001,Portable Charger,Electronics,Southwest,Texas,Store,2,34.99,0.05,66.48,35.0,31.48,Debit Card
1000907,2025-11-04,12905,Customer 12905,P1008,Bluetooth Speaker,Electronics,Midwest,Indiana,Mobile App,2,59.99,0.1,107.98,62.0,45.98,Credit Card
1000908,2025-08-24,12770,Customer 12770,P1005,Blender,Home & Kitchen,Northeast,Pennsylvania,Online,1,69.99,0.1,62.99,36.0,26.99,Credit Card
1000909,2026-02-24,13435,Customer 13435,P1005,Coffee Maker,Home & Kitchen,Southeast,Virginia,Online,1,89.99,0.15,76.49,48.0,28.49,Debit Card
1000910,2026-05-26,13129,Customer 13129,P1013,Coffee Maker,Home & Kitchen,Southeast,North Carolina,Mobile App,1,89.99,0.0,89.99,48.0,41.99,Credit Card
1000911,2025-07-08,11296,Customer 11296,P1010,Desk Lamp,Office,Southwest,Texas,Store,2,49.99,0.05,94.98,48.0,46.98,Mobile Pay
1000912,2025-06-30,14595,Customer 14595,P1006,Coffee Maker,Home & Kitchen,West,Colorado,Store,4,89.99,0.1,323.96,192.0,131.96,Cash
1000913,2026-02-20,10183,Customer 10183,P1002,Running Shoes,Clothing,West,Utah,Store,1,109.99,0.15,93.49,58.0,35.49,PayPal
1000914,2025-03-03,11603,Customer 11603,P1013,Bluetooth Speaker,Electronics,West,Utah,Online,1,59.99,0.0,59.99,31.0,28.99,Debit Card
1000915,2025-09-05,11522,Customer 11522,P1008,Water Bottle,Sports & Outdoors,West,Washington,Mobile App,1,24.99,0.1,22.49,9.5,12.99,PayPal
1000916,2026-06-28,14046,Customer 14046,P1006,Running Shoes,Clothing,West,Colorado,Online,2,109.99,0.0,219.98,116.0,103.98,Debit Card
1000917,2026-01-16,12422,Customer 12422,P1004,Air Fryer,Home & Kitchen,Northeast,New York,Mobile App,3,119.99,0.05,341.97,201.0,140.97,Credit Card
1000918,2025-04-30,12244,Customer 12244,P1013,Electric Kettle,Home & Kitchen,Northeast,New Jersey,Store,3,44.99,0.0,134.97,69.0,65.97,Debit Card
1000919,2025-08-12,10070,Customer 10070,P1011,Water Bottle,Sports & Outdoors,Southeast,Georgia,Online,1,24.99,0.0,24.99,9.5,15.49,Cash
1000920,2026-05-31,14357,Customer 14357,P1018,Water Bottle,Sports & Outdoors,Midwest,Wisconsin,Mobile App,2,24.99,0.0,49.98,19.0,30.98,Debit Card
1000921,2025-10-15,12030,Customer 12030,P1004,Air Fryer,Home & Kitchen,Northeast,New York,Mobile App,2,119.99,0.1,215.98,134.0,81.98,PayPal
1000922,2026-04-07,10327,Customer 10327,P1003,Smart Watch,Electronics,West,Colorado,Online,5,149.99,0.05,712.45,430.0,282.45,Credit Card
1000923,2026-03-20,11332,Customer 11332,P1002,Dumbbell Set,Sports & Outdoors,Midwest,Michigan,Mobile App,2,89.99,0.15,152.98,98.0,54.98,PayPal
1000924,2026-03-01,13590,Customer 13590,P1018,Running Shoes,Clothing,Midwest,Michigan,Online,1,109.99,0.0,109.99,58.0,51.99,Debit Card
1000925,2025-12-20,10107,Customer 10107,P1006,T-Shirt,Clothing,Northeast,Massachusetts,Online,1,24.99,0.0,24.99,10.0,14.99,Debit Card
1000926,2025-03-14,14043,Customer 14043,P1021,Air Fryer,Home & Kitchen,Southeast,Florida,Store,2,119.99,0.05,227.98,134.0,93.98,Credit Card
1000927,2025-06-10,12305,Customer 12305,P1008,Jacket,Clothing,Northeast,Massachusetts,Online,2,119.99,0.15,203.98,126.0,77.98,Cash
1000928,2025-01-19,13067,Customer 13067,P1023,Wireless Mouse,Office,West,Oregon,Store,1,39.99,0.0,39.99,18.0,21.99,Debit Card
1000929,2025-08-26,13723,Customer 13723,P1003,Office Chair,Office,Midwest,Michigan,Store,1,229.99,0.0,229.99,135.0,94.99,Credit Card
1000930,2025-04-04,11468,Customer 11468,P1006,T-Shirt,Clothing,Southwest,Texas,Online,1,24.99,0.1,22.49,10.0,12.49,Credit Card
1000931,2025-11-26,12653,Customer 12653,P1021,Coffee Maker,Home & Kitchen,Southeast,Florida,Online,1,89.99,0.0,89.99,48.0,41.99,Mobile Pay
1000932,2025-08-08,10740,Customer 10740,P1008,Blender,Home & Kitchen,Southeast,Florida,Mobile App,1,69.99,0.05,66.49,36.0,30.49,Credit Card
1000933,2026-05-29,12521,Customer 12521,P1020,Jeans,Clothing,Southeast,Georgia,Store,1,69.99,0.05,66.49,32.0,34.49,Credit Card
1000934,2026-03-09,13696,Customer 13696,P1002,Monitor Stand,Office,Southwest,Oklahoma,Mobile App,1,64.99,0.0,64.99,31.0,33.99,Credit Card
1000935,2025-05-04,10745,Customer 10745,P1008,Water Bottle,Sports & Outdoors,Southwest,Arizona,Mobile App,1,24.99,0.25,18.74,9.5,9.24,PayPal
1000936,2025-08-03,10641,Customer 10641,P1024,Desk Lamp,Office,Southeast,Virginia,Online,1,49.99,0.1,44.99,24.0,20.99,Credit Card
1000937,2025-08-16,10537,Customer 10537,P1006,Blender,Home & Kitchen,West,Utah,Online,1,69.99,0.0,69.99,36.0,33.99,PayPal
1000938,2025-01-18,14222,Customer 14222,P1023,Cookware Set,Home & Kitchen,Northeast,Connecticut,Online,2,129.99,0.05,246.98,144.0,102.98,PayPal
1000939,2026-02-01,14400,Customer 14400,P1008,Mechanical Keyboard,Office,West,Utah,Online,2,99.99,0.1,179.98,102.0,77.98,Debit Card
1000940,2025-02-09,12506,Customer 12506,P1022,Wireless Headphones,Electronics,Northeast,New York,Online,3,79.99,0.15,203.97,126.0,77.97,Credit Card
1000941,2026-03-24,12815,Customer 12815,P1008,Wireless Mouse,Office,Southeast,Georgia,Online,2,39.99,0.05,75.98,36.0,39.98,Credit Card
1000942,2025-09-09,11911,Customer 11911,P1017,Blender,Home & Kitchen,West,Colorado,Online,1,69.99,0.1,62.99,36.0,26.99,Debit Card
1000943,2025-09-06,12567,Customer 12567,P1015,Air Fryer,Home & Kitchen,Northeast,New York,Online,1,119.99,0.0,119.99,67.0,52.99,Debit Card
1000944,2025-01-16,11184,Customer 11184,P1010,USB-C Hub,Electronics,Southeast,South Carolina,Store,2,39.99,0.0,79.98,38.0,41.98,Credit Card
1000945,2025-12-09,12348,Customer 12348,P1011,Monitor Stand,Office,Midwest,Indiana,Mobile App,2,64.99,0.0,129.98,62.0,67.98,Credit Card
1000946,2026-02-17,10082,Customer 10082,P1016,USB-C Hub,Electronics,Southeast,Virginia,Store,1,39.99,0.05,37.99,19.0,18.99,Credit Card
1000947,2025-08-14,12593,Customer 12593,P1019,Mechanical Keyboard,Office,Southwest,New Mexico,Online,3,99.99,0.0,299.97,153.0,146.97,Credit Card
1000948,2025-05-14,14527,Customer 14527,P1016,Cookware Set,Home & Kitchen,West,Utah,Store,3,129.99,0.0,389.97,216.0,173.97,Debit Card
1000949,2026-06-30,13521,Customer 13521,P1002,Dumbbell Set,Sports & Outdoors,West,Utah,Online,3,89.99,0.2,215.98,147.0,68.98,Debit Card
1000950,2025-09-24,13022,Customer 13022,P1018,Office Chair,Office,Southeast,South Carolina,Online,2,229.99,0.1,413.98,270.0,143.98,Debit Card
1000951,2025-12-27,11186,Customer 11186,P1013,Jeans,Clothing,Midwest,Wisconsin,Online,1,69.99,0.15,59.49,32.0,27.49,Credit Card
1000952,2026-03-09,13505,Customer 13505,P1021,Dumbbell Set,Sports & Outdoors,Southeast,Florida,Online,2,89.99,0.05,170.98,98.0,72.98,Mobile Pay
1000953,2025-11-18,14655,Customer 14655,P1008,Camping Tent,Sports & Outdoors,Southeast,South Carolina,Online,1,179.99,0.1,161.99,96.0,65.99,Credit Card
1000954,2025-10-29,14869,Customer 14869,P1008,Hiking Backpack,Sports & Outdoors,Northeast,Connecticut,Online,4,99.99,0.1,359.96,204.0,155.96,Credit Card
1000955,2026-01-09,14746,Customer 14746,P1017,Portable Charger,Electronics,West,California,Mobile App,1,34.99,0.05,33.24,17.5,15.74,Debit Card
1000956,2026-04-28,11094,Customer 11094,P1005,Blender,Home & Kitchen,West,Colorado,Store,2,69.99,0.0,139.98,72.0,67.98,Credit Card
1000957,2026-01-09,11101,Customer 11101,P1019,Jacket,Clothing,Southwest,Arizona,Online,3,119.99,0.1,323.97,189.0,134.97,Cash
1000958,2026-04-08,10314,Customer 10314,P1012,Monitor Stand,Office,Midwest,Michigan,Store,1,64.99,0.0,64.99,31.0,33.99,Debit Card
1000959,2025-06-03,14541,Customer 14541,P1025,Monitor Stand,Office,Midwest,Illinois,Store,1,64.99,0.0,64.99,31.0,33.99,Credit Card
1000960,2025-04-05,12424,Customer 12424,P1003,Jacket,Clothing,Midwest,Indiana,Mobile App,1,119.99,0.1,107.99,63.0,44.99,Mobile Pay
1000961,2025-02-25,12879,Customer 12879,P1010,Portable Charger,Electronics,Midwest,Wisconsin,Online,2,34.99,0.15,59.48,35.0,24.48,Debit Card
1000962,2025-01-13,12106,Customer 12106,P1008,Smart Watch,Electronics,Midwest,Michigan,Online,1,149.99,0.0,149.99,86.0,63.99,Mobile Pay
1000963,2025-09-01,13338,Customer 13338,P1008,Wireless Mouse,Office,Northeast,New Jersey,Store,2,39.99,0.05,75.98,36.0,39.98,Credit Card
1000964,2026-04-17,10319,Customer 10319,P1023,Mechanical Keyboard,Office,Northeast,Pennsylvania,Store,2,99.99,0.1,179.98,102.0,77.98,Credit Card
1000965,2025-02-05,11636,Customer 11636,P1025,Jacket,Clothing,West,Colorado,Store,1,119.99,0.05,113.99,63.0,50.99,Credit Card
1000966,2025-12-25,12362,Customer 12362,P1014,Jacket,Clothing,Midwest,Illinois,Online,2,119.99,0.0,239.98,126.0,113.98,Debit Card
1000967,2026-03-13,10756,Customer 10756,P1018,Wireless Headphones,Electronics,West,Utah,Online,4,79.99,0.1,287.96,168.0,119.96,Credit Card
1000968,2026-05-17,12707,Customer 12707,P1015,Wireless Headphones,Electronics,Northeast,Pennsylvania,Store,4,79.99,0.2,255.97,168.0,87.97,Mobile Pay
1000969,2026-03-19,13470,Customer 13470,P1007,Electric Kettle,Home & Kitchen,Midwest,Michigan,Store,1,44.99,0.2,35.99,23.0,12.99,Debit Card
1000970,2025-02-15,10584,Customer 10584,P1016,Coffee Maker,Home & Kitchen,Southeast,South Carolina,Store,3,89.99,0.15,229.47,144.0,85.47,Credit Card
1000971,2025-03-24,14138,Customer 14138,P1014,Hoodie,Clothing,Southeast,North Carolina,Online,3,54.99,0.2,131.98,75.0,56.98,Credit Card
1000972,2026-06-23,13477,Customer 13477,P1016,Hoodie,Clothing,Northeast,Connecticut,Mobile App,5,54.99,0.15,233.71,125.0,108.71,Credit Card
1000973,2025-02-21,10366,Customer 10366,P1011,Yoga Mat,Sports & Outdoors,Northeast,New Jersey,Online,1,34.99,0.0,34.99,15.0,19.99,Credit Card
1000974,2026-06-22,11729,Customer 11729,P1011,Desk Lamp,Office,West,Utah,Online,2,49.99,0.15,84.98,48.0,36.98,PayPal
1000975,2026-05-31,13734,Customer 13734,P1018,Cookware Set,Home & Kitchen,Southeast,Georgia,Online,2,129.99,0.15,220.98,144.0,76.98,Credit Card
